repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,checking_instructions.started,checking_instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,stimulus_interval,word_type_practice.text,text_4.started,text_4.stopped,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,26.772970300051384,None,space,1.8175242999568582,26.772970300051384,None,,,,,,,,,,,,,,,006,2022-05-06_18h58.52.700,220304_word_end_click,2022.1.1,61.189586738668396,
,,,,0,0,0,0,,,,,,,242.53319159999955,None,space,1.7262211999623105,244.03314529999625,None,30,졸업 하고 싶다 ,278.3347621000139,None,이 면 각 이 명 박 이면 지 ,17.579516409896314,0.03292176458570695,0.0,006,2022-05-06_18h58.52.700,220304_word_end_click,2022.1.1,61.189586738668396,
,,,,1,0,1,0,,,,,,,,,,,,,30,,,,헤헤 피식 ,11.396081409882754,0.2139918009440105,0.0,006,2022-05-06_18h58.52.700,220304_word_end_click,2022.1.1,61.189586738668396,
,,,,2,0,2,0,,,,,,,,,,,,,30,,,,동그라미 세모 네모 별 ,10.764425109839067,0.15637861357794858,0.1707819037967258,006,2022-05-06_18h58.52.700,220304_word_end_click,2022.1.1,61.189586738668396,
,,,,3,0,3,0,,,,,,,,,,,,,30,,,,저기 탁자 위에 바늘은 어떻게 생겼을까 얼마나 뾰족할까 ,25.429276409908198,0.004115237130059235,0.0,006,2022-05-06_18h58.52.700,220304_word_end_click,2022.1.1,61.189586738668396,
,,,,4,0,4,0,,,,,,,,,,,,,30,,,,이 생각을 여기에 입력하면 어떻게 될까 ,26.413951909984462,0.23456785413953996,0.061728384759691,006,2022-05-06_18h58.52.700,220304_word_end_click,2022.1.1,61.189586738668396,
,,,,5,0,5,0,,,,,,,,,,,,,30,,,,손톱에서 느껴지는 맛이 좋다 ,11.914184309891425,0.18106990390353728,0.34567901823255753,006,2022-05-06_18h58.52.700,220304_word_end_click,2022.1.1,61.189586738668396,
,,,,6,0,6,0,,,,,,,,,,,,,30,,,,여기 실험실 되게 쾌적하다 ,6.8618658100022,0.45267489221360946,0.0,006,2022-05-06_18h58.52.700,220304_word_end_click,2022.1.1,61.189586738668396,
,,,,7,0,7,0,,,,,,,,,,,,,30,,,,이따가 운동가야 되는데 뭐할까?,12.215221509919502,-0.2592592769198947,0.6790123648113675,006,2022-05-06_18h58.52.700,220304_word_end_click,2022.1.1,61.189586738668396,
,,,,8,0,8,0,,,,,,,,,,,,,30,,,,팔 근육통 좀 나아졌네?,17.262980910018086,0.32510293854607486,0.7386831707424588,006,2022-05-06_18h58.52.700,220304_word_end_click,2022.1.1,61.189586738668396,
,,,,9,0,9,0,,,,,,,,,,,,,30,,,,없음 ,7.132416310021654,0.004115237130059235,0.0,006,2022-05-06_18h58.52.700,220304_word_end_click,2022.1.1,61.189586738668396,
,,,,10,0,10,0,,,,,,,,,,,,,30,,,,여기 대학원생들은 뭐하고 사는 사람들일까? ,13.412968309945427,0.10288066334194612,0.0,006,2022-05-06_18h58.52.700,220304_word_end_click,2022.1.1,61.189586738668396,
,,,,11,0,11,0,,,,,,,,,,,,,30,,,,마스크 안쪽 필터 궁금하다 ,18.68068540992681,0.024691422780354744,0.0,006,2022-05-06_18h58.52.700,220304_word_end_click,2022.1.1,61.189586738668396,
,,,,12,0,12,0,,,,,,,,,,,,,30,,,,코 안쪽이 시원하다 ,5.315287809935398,0.27983533011542416,0.6255144145753648,006,2022-05-06_18h58.52.700,220304_word_end_click,2022.1.1,61.189586738668396,
,,,,13,0,13,0,,,,,,,,,,,,,30,,,,아 시원해 ,8.929618409834802,0.8477365970611572,0.2530864477157593,006,2022-05-06_18h58.52.700,220304_word_end_click,2022.1.1,61.189586738668396,
,,,,14,0,14,0,,,,,,,,,,,,,30,,,,수염이 까칠하다 뽑아버리고 싶다 ,9.497548409970477,-0.3415637546115451,0.41152261363135445,006,2022-05-06_18h58.52.700,220304_word_end_click,2022.1.1,61.189586738668396,
