trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_interval,word_type_practice.text,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,207,001,2022-05-03_10h41.58.257,220304_word_end_click,2022.1.1,59.999124012776626,
,,,,5,노래 ,,,,,207,001,2022-05-03_10h41.58.257,220304_word_end_click,2022.1.1,59.999124012776626,
,,,,,,,,,,207,001,2022-05-03_10h41.58.257,220304_word_end_click,2022.1.1,59.999124012776626,
,,,,,,,,,,207,001,2022-05-03_10h41.58.257,220304_word_end_click,2022.1.1,59.999124012776626,
0,0,0,0,30,,피곤하다 ,20.211433999999826,-0.7572017775641547,0.9032921261257596,207,001,2022-05-03_10h41.58.257,220304_word_end_click,2022.1.1,59.999124012776626,
1,0,1,0,30,,어떻게 해야 드럼을 잘 칠 수 있을까 ,53.541742500000055,0.13991766505771208,0.915637837515937,207,001,2022-05-03_10h41.58.257,220304_word_end_click,2022.1.1,59.999124012776626,
2,0,2,0,30,,구와 문장의 차이 ,12.29581630000007,0.0,0.26748971144358313,207,001,2022-05-03_10h41.58.257,220304_word_end_click,2022.1.1,59.999124012776626,
3,0,3,0,30,,배경화면의 파란 산은 만년설을 나타낸 걸까 ,43.20864299999994,0.03292176458570695,0.02674896849526298,207,001,2022-05-03_10h41.58.257,220304_word_end_click,2022.1.1,59.999124012776626,
4,0,4,0,30,,방금 입력했던 게 구가 아니라 문장에 가까운 것 같다는 걱정 ,51.79098729999987,-0.42798360188802076,0.713991747962104,207,001,2022-05-03_10h41.58.257,220304_word_end_click,2022.1.1,59.999124012776626,
5,0,5,0,30,,중독 ,9.196552099999735,-0.1481482717725966,0.9711934725443523,207,001,2022-05-03_10h41.58.257,220304_word_end_click,2022.1.1,59.999124012776626,
6,0,6,0,30,,노래 '그날들'의 가사 '잊어야 한다면 잊혀지면 좋겠어' ,49.35685540000031,-0.1275719536675347,0.07613168160120648,207,001,2022-05-03_10h41.58.257,220304_word_end_click,2022.1.1,59.999124012776626,
7,0,7,0,30,,"체력관리, 시간관리 못하는 나에 대한 자책 ",24.3772627000003,-0.6954733530680338,0.985596736272176,207,001,2022-05-03_10h41.58.257,220304_word_end_click,2022.1.1,59.999124012776626,
8,0,8,0,30,,어제 만난 지원이 형 ,29.292960199999925,0.843621359931098,0.6563786268234253,207,001,2022-05-03_10h41.58.257,220304_word_end_click,2022.1.1,59.999124012776626,
9,0,9,0,30,,오늘 해야할 일 ,11.296078500000476,-0.49794250064425993,0.9279835489061143,207,001,2022-05-03_10h41.58.257,220304_word_end_click,2022.1.1,59.999124012776626,
10,0,10,0,30,,음악의 대중성 ,27.759657499999776,-0.3580247031317817,0.7098765108320448,207,001,2022-05-03_10h41.58.257,220304_word_end_click,2022.1.1,59.999124012776626,
11,0,11,0,30,,윤하가 이번 앨범을 준비하면서 어떤 과학 책을 읽었을지 ,40.92554990000008,0.15226337644788956,0.615226321750217,207,001,2022-05-03_10h41.58.257,220304_word_end_click,2022.1.1,59.999124012776626,
12,0,12,0,30,,커피 ,11.678900500000054,-0.11934147940741646,0.76543214586046,207,001,2022-05-03_10h41.58.257,220304_word_end_click,2022.1.1,59.999124012776626,
13,0,13,0,30,,데이트 비용 ,69.88826990000007,-0.5514404508802626,0.7962963581085205,207,001,2022-05-03_10h41.58.257,220304_word_end_click,2022.1.1,59.999124012776626,
14,0,14,0,30,,인디 레이블 '매직 스트로베리 사운드',29.17640229999961,0.868312782711453,0.7242797745598687,207,001,2022-05-03_10h41.58.257,220304_word_end_click,2022.1.1,59.999124012776626,
