trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_interval,word_type_practice.text,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,214,001,2022-05-10_17h45.46.252,220304_word_end_click,2022.1.1,59.95477012163803,
,,,,5,잠,,,,,214,001,2022-05-10_17h45.46.252,220304_word_end_click,2022.1.1,59.95477012163803,
,,,,,,,,,,214,001,2022-05-10_17h45.46.252,220304_word_end_click,2022.1.1,59.95477012163803,
,,,,,,,,,,214,001,2022-05-10_17h45.46.252,220304_word_end_click,2022.1.1,59.95477012163803,
0,0,0,0,30,,생각 ,11.962818370000605,0.016460948520236496,0.9485597345564101,214,001,2022-05-10_17h45.46.252,220304_word_end_click,2022.1.1,59.95477012163803,
1,0,1,0,30,,저녁에 친구네집에 간식주러 가야함 ,18.611979970000903,1,0.8374485969543457,214,001,2022-05-10_17h45.46.252,220304_word_end_click,2022.1.1,59.95477012163803,
2,0,2,0,30,,변화 ,14.012560170001962,1,1.0,214,001,2022-05-10_17h45.46.252,220304_word_end_click,2022.1.1,59.95477012163803,
3,0,3,0,30,,없음 ,12.762424870001269,-0.1604938507080078,0.8189300960964627,214,001,2022-05-10_17h45.46.252,220304_word_end_click,2022.1.1,59.95477012163803,
4,0,4,0,30,,통증 실험 ,11.862791070001549,-0.016460948520236496,1.0,214,001,2022-05-10_17h45.46.252,220304_word_end_click,2022.1.1,59.95477012163803,
5,0,5,0,30,,찬양 ,13.112406370000826,1,0.9362140231662326,214,001,2022-05-10_17h45.46.252,220304_word_end_click,2022.1.1,59.95477012163803,
6,0,6,0,30,,나 ,5.579987270000856,0.7695473564995661,1.0,214,001,2022-05-10_17h45.46.252,220304_word_end_click,2022.1.1,59.95477012163803,
7,0,7,0,30,,화장실,11.29615897000076,-0.004115104675292969,0.9979424476623535,214,001,2022-05-10_17h45.46.252,220304_word_end_click,2022.1.1,59.95477012163803,
8,0,8,0,30,,없음 ,10.746343470000284,-0.016460948520236496,0.512345658408271,214,001,2022-05-10_17h45.46.252,220304_word_end_click,2022.1.1,59.95477012163803,
9,0,9,0,30,,날씨 좋다 ,9.729217970001628,1,0.9032921261257596,214,001,2022-05-10_17h45.46.252,220304_word_end_click,2022.1.1,59.95477012163803,
10,0,10,0,30,,졸리다 ,31.575618070000928,-0.11111100514729821,1,214,001,2022-05-10_17h45.46.252,220304_word_end_click,2022.1.1,59.95477012163803,
11,0,11,0,30,,갑자기 ,15.211932870000965,-0.008230474260118248,0.17901237805684406,214,001,2022-05-10_17h45.46.252,220304_word_end_click,2022.1.1,59.95477012163803,
12,0,12,0,30,,발냄새 ,6.196193170002516,-0.3539093335469563,0.8436213864220513,214,001,2022-05-10_17h45.46.252,220304_word_end_click,2022.1.1,59.95477012163803,
13,0,13,0,30,,조용하다 ,8.346321369999714,-0.004115104675292969,0.5308642254935371,214,001,2022-05-10_17h45.46.252,220304_word_end_click,2022.1.1,59.95477012163803,
14,0,14,0,30,,황정재 할머니 ,15.71186687000045,0.9917694992489285,0.9547325240241157,214,001,2022-05-10_17h45.46.252,220304_word_end_click,2022.1.1,59.95477012163803,
