trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_interval,word_type_practice.text,word_type.text,word_type.ended,valence_rating.response,self_rating.response,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,120,001,2022-05-06_15h03.30.928,220304_word_end_click,2022.1.1,60.03020720664897,
,,,,5,능력 ,,,,,120,001,2022-05-06_15h03.30.928,220304_word_end_click,2022.1.1,60.03020720664897,
,,,,,,,,,,120,001,2022-05-06_15h03.30.928,220304_word_end_click,2022.1.1,60.03020720664897,
,,,,,,,,,,120,001,2022-05-06_15h03.30.928,220304_word_end_click,2022.1.1,60.03020720664897,
0,0,0,0,30,,부드러움 ,6.015893519972451,0.7448559337192111,0.8189300960964627,120,001,2022-05-06_15h03.30.928,220304_word_end_click,2022.1.1,60.03020720664897,
1,0,1,0,30,,두려움 ,3.96410422003828,-0.6543209817674425,0.8703703615400527,120,001,2022-05-06_15h03.30.928,220304_word_end_click,2022.1.1,60.03020720664897,
2,0,2,0,30,,경직 ,7.16579391999403,-0.806584358215332,0.9403292602962918,120,001,2022-05-06_15h03.30.928,220304_word_end_click,2022.1.1,60.03020720664897,
3,0,3,0,30,,바디프로필 ,3.6483706199214794,0.7407406965891519,0.6913580099741617,120,001,2022-05-06_15h03.30.928,220304_word_end_click,2022.1.1,60.03020720664897,
4,0,4,0,30,,혈액순환 ,3.182918019942008,1,0.8189300960964627,120,001,2022-05-06_15h03.30.928,220304_word_end_click,2022.1.1,60.03020720664897,
5,0,5,0,30,,건망증 ,3.215252319991123,1,0.7592592239379883,120,001,2022-05-06_15h03.30.928,220304_word_end_click,2022.1.1,60.03020720664897,
6,0,6,0,30,,피곤함 ,3.0467315199784935,-0.3292181756761339,0.9279835489061143,120,001,2022-05-06_15h03.30.928,220304_word_end_click,2022.1.1,60.03020720664897,
7,0,7,0,30,,뻣뻣함 ,4.898558919958305,1,0.26954733000861275,120,001,2022-05-06_15h03.30.928,220304_word_end_click,2022.1.1,60.03020720664897,
8,0,8,0,30,,간지러움 ,4.665274419996422,-0.21810690561930335,0.648148152563307,120,001,2022-05-06_15h03.30.928,220304_word_end_click,2022.1.1,60.03020720664897,
9,0,9,0,30,,허기짐 ,4.332940119958948,-0.5720165040757921,0.7078189584943984,120,001,2022-05-06_15h03.30.928,220304_word_end_click,2022.1.1,60.03020720664897,
10,0,10,0,30,,,0.6480858200229704,0.4156378904978435,0.12139919069078231,120,001,2022-05-06_15h03.30.928,220304_word_end_click,2022.1.1,60.03020720664897,
11,0,11,0,30,,졸림 ,5.098828019981738,-0.07407400343153214,0.812757174173991,120,001,2022-05-06_15h03.30.928,220304_word_end_click,2022.1.1,60.03020720664897,
12,0,12,0,30,,지루함 ,3.6474484199425206,-0.0658435291714139,0.8333333598242866,120,001,2022-05-06_15h03.30.928,220304_word_end_click,2022.1.1,60.03020720664897,
13,0,13,0,30,,부러움 ,3.4146115200128406,-0.6954733530680338,0.7901234361860487,120,001,2022-05-06_15h03.30.928,220304_word_end_click,2022.1.1,60.03020720664897,
14,0,14,0,30,,질투심 ,4.464916719996836,-0.6419754028320312,0.6893003914091322,120,001,2022-05-06_15h03.30.928,220304_word_end_click,2022.1.1,60.03020720664897,
