distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.clicked_name,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
positive,red,2,None,None,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5006581000052392,282.0613581999205,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,red,2,None,None,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4958979999646544,284.5664727999829,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,2,k,None,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9169944999739528,287.0611437999178,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,1,k,None,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0149822998791933,288.9802691000514,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,2,k,None,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0150242000818253,290.996965700062,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,2,None,k,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4969811998307705,293.0149769000709,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,red,1,None,None,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985418999567628,295.51184429996647,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,1,k,None,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.06823920016177,298.01193940010853,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,1,None,k,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4958752000238746,300.08229640009813,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,2,k,None,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9818801998626441,302.5795072000474,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,1,None,k,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4977200999855995,304.5642218000721,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,1,k,None,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8167215001303703,307.06198920006864,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,1,k,None,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.915496899979189,308.88054949999787,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,2,None,k,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4967529999557883,310.7979623998981,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,2,None,k,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4984158999286592,313.29614209989086,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,2,k,None,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9171726000495255,315.7956425000448,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,1,None,k,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4965001000091434,317.7151220999658,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,2,k,None,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8832439000252634,320.2125091999769,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,2,k,None,,,,,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8990408999379724,322.09763689991087,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,2,k,None,,,,,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6515850001014769,323.9985950998962,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,2,None,k,,,,,,,,,0,43,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4934148001484573,325.6502652000636,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,red,1,None,None,,,,,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4983981000259519,328.1457062999252,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,1,k,None,,,,,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.1835394999943674,330.6459137001075,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,1,k,None,,,,,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.064512399956584,332.83139519998804,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,red,1,None,None,,,,,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4974762999918312,334.89779240009375,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,1,None,k,,,,,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4984675000887364,337.39609390008263,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,1,None,k,,,,,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4984693999867886,339.89601180003956,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,2,None,k,,,,,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.49867679993622,342.3959796000272,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,1,None,k,,,,,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985009001102298,344.89606789988466,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,red,2,None,None,,,,,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4986028999555856,347.39603969990276,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,2,None,k,,,,,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985021001193672,349.89646789990366,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,red,2,None,None,,,,,,,,,0,54,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498580199899152,352.3968382999301,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,1,None,k,,,,,,,,,0,55,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4981909999623895,354.89677380002104,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,2,None,k,,,,,,,,,0,56,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4987629000097513,357.39687149995007,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,1,k,None,,,,,,,,,0,57,57,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7341424999758601,359.8966787001118,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,1,k,None,,,,,,,,,0,58,58,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6982879000715911,361.63278539991006,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,2,k,None,,,,,,,,,0,59,59,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8321156001184136,363.33407399989665,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,red,2,None,None,,,,,,,,,0,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4962367999833077,365.1663518999703,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,1,k,None,,,,,,,,,0,61,61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.266477899858728,367.66318659996614,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,red,1,None,None,,,,,,,,,0,62,62,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.495930999983102,369.9334946000017,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,1,None,k,,,,,,,,,0,63,63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4975258000195026,372.4320926000364,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,2,k,None,,,,,,,,,0,64,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7991526999976486,374.93066899990663,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,2,k,None,,,,,,,,,0,65,65,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7489465000107884,376.73139200010337,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,2,None,k,,,,,,,,,0,66,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4968187999911606,378.48254769993946,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,2,None,k,,,,,,,,,0,67,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4986127000302076,380.9821826000698,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,red,1,None,None,,,,,,,,,0,68,68,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498484400101006,383.4805542998947,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,1,None,k,,,,,,,,,0,69,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4988965999800712,385.98030130006373,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,2,k,None,,,,,,,,,0,70,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8662131999153644,388.4806242000777,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,1,None,k,,,,,,,,,0,71,71,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,k,0,0.8151350999251008,390.34894949989393,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,1,None,k,,,,,,,,,0,72,72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5022215999197215,393.17998769995756,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,red,2,None,None,,,,,,,,,0,73,73,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498019800055772,395.68129720003344,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,2,k,None,,,,,,,,,0,74,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.000902600120753,398.1806296999566,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,2,None,k,,,,,,,,,0,75,75,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4965339000336826,400.1837166999467,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,2,None,k,,,,,,,,,0,76,76,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4983296000864357,402.6818878001068,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,1,k,None,,,,,,,,,0,77,77,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.2656587997917086,405.1816531000659,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,1,k,None,,,,,,,,,0,78,78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.2319902998860925,407.44939250010066,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,1,k,None,,,,,,,,,0,79,79,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.716339600039646,409.6827565000858,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,red,2,None,None,,,,,,,,,0,80,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4966204999946058,411.40078789996915,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,2,None,k,,,,,,,,,0,81,81,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4991848999634385,413.8983058000449,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,1,k,None,,,,,,,,,0,82,82,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.165577600011602,416.3999284999445,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,2,k,None,,,,,,,,,0,83,83,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8982052998617291,418.5666046999395,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,2,k,None,,,,,,,,,0,84,84,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7654192999470979,420.4661095999181,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,1,None,k,,,,,,,,,0,85,85,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4970308998599648,422.23296350007877,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,2,k,None,,,,,,,,,0,86,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7502772000152618,424.7311448000837,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,1,k,None,,,,,,,,,0,87,87,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7994564000982791,426.4838396999985,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,2,k,None,,,,,,,,,0,88,88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8165451001841575,428.2850003000349,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,2,None,k,,,,,,,,,0,89,89,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4941817000508308,430.1025839999784,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,2,None,k,,,,,,,,,0,90,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4986010000575334,432.597603400005,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,1,k,None,,,,,,,,,0,91,91,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8847920999396592,435.09783539990894,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,red,2,None,None,,,,,,,,,0,92,92,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4960936999414116,436.98513079993427,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,2,None,k,,,,,,,,,0,93,93,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985122999642044,439.481833799975,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,1,None,k,,,,,,,,,0,94,94,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985466001089662,441.9815803999081,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,1,None,k,,,,,,,,,0,95,95,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4982386000920087,444.48190460004844,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,red,1,None,None,,,,,,,,,0,96,96,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4988190000876784,446.98159980005585,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,1,None,k,,,,,,,,,0,97,97,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985984000377357,449.48217569990084,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,1,k,None,,,,,,,,,0,98,98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.915444300044328,451.9827411000151,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,red,1,None,None,,,,,,,,,0,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.497840299969539,453.89934189990163,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,1,k,None,,,,,,,,,0,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.9169681000057608,456.3989842000883,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,1,k,None,,,,,,,,,0,101,101,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.2363573999609798,460.331515799975,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,2,None,k,,,,,,,,,0,102,102,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4972070001531392,462.5669428000692,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,2,k,None,,,,,,,,,0,103,103,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.799008899834007,465.06548919994384,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,2,None,k,,,,,,,,,0,104,104,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4981968000065535,466.865933699999,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,1,k,None,,,,,,,,,0,105,105,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.700779200065881,469.3656931000296,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,blue,2,k,None,,,,,,,,,0,106,106,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7158796999137849,471.0688489000313,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,blue,1,None,k,,,,,,,,,0,107,107,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4954737999942154,472.78623480000533,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
positive,yellow,2,None,k,,,,,,,,,0,108,108,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985330000054091,475.2826704001054,None,None,1,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
negative,yellow,1,k,None,,,,,,,,,0,109,109,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6828641002066433,477.78525860002264,None,None,0,,,,,,,,,,,,,,132,24,Female,2022-05-17_17h22.22.177,Parachute,2022.1.1,60.02880185674705,
