target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,sound_1.started,sound_1.stopped,no_text.started,no_text.stopped,yes_text.started,yes_text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,mouse_2.clicked_name,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
negative,neutral,2,j,l,,,,,,,,,11,4,202,12,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,negative,j,j,1,0.8065556000219658,569.8802147999813,570.8792088000046,570.8627137999865,None,569.8802147999813,None,569.8802147999813,None,569.8802147999813,None,571.6707016999775,None,571.6707016999775,None,571.6707016999775,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,neutral,1,l,j,,,,,,,,,11,5,203,8,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,positive,l,l,1,0.7408193000010215,571.6896355999925,572.6962631999922,572.6770219999889,None,571.6896355999925,None,571.6896355999925,None,571.6896355999925,None,573.4124700999877,None,573.4124700999877,None,573.4124700999877,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,negative,2,l,j,,,,,,,,,11,6,204,14,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,positive,l,l,1,0.6035864000150468,573.4320219999936,574.4461076000007,574.407739199989,None,573.4320219999936,None,573.4320219999936,None,573.4320219999936,None,575.0211389999953,None,575.0211389999953,None,575.0211389999953,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,neutral,1,k,k,,,,,,,,,11,7,205,1,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,neutral,k,k,1,0.6491636999999173,575.0376021999982,576.0461829999986,576.0121592000069,None,575.0376021999982,None,575.0376021999982,None,575.0376021999982,None,576.6727159999776,None,576.6727159999776,None,576.6727159999776,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,negative,1,j,l,,,,,,,,,11,8,206,0,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,negative,j,j,1,0.7378953000006732,576.6920871000038,577.6962747999933,577.6789837999968,None,576.6920871000038,None,576.6920871000038,None,576.6920871000038,None,578.413233399979,None,578.413233399979,None,578.413233399979,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,neutral,2,l,j,,,,,,,,,11,9,207,17,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,positive,l,l,1,0.6915034999838099,578.4301061999868,579.4305253000057,579.4134493999882,None,578.4301061999868,None,578.4301061999868,None,578.4301061999868,None,580.1083832999924,None,580.1083832999924,None,580.1083832999924,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,negative,1,l,j,,,,,,,,,11,10,208,5,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,positive,l,l,1,0.6950707999931183,580.1275612000027,581.1296902000031,581.1102174999833,None,580.1275612000027,None,580.1275612000027,None,580.1275612000027,None,581.8052810999856,None,581.8052810999856,None,581.8052810999856,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,negative,2,k,k,,,,,,,,,11,11,209,16,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,neutral,k,k,1,0.6484114000049885,581.8203452999878,582.8272987999953,582.807993800001,None,581.8203452999878,None,581.8203452999878,None,581.8203452999878,None,583.4551088999782,None,583.4551088999782,None,583.4551088999782,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,positive,2,j,l,,,,,,,,,11,12,210,15,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,negative,j,j,1,0.6983505999960471,583.4725062999933,584.4783690999902,584.4581010999973,None,583.4725062999933,None,583.4725062999933,None,583.4725062999933,None,585.1564538999868,None,585.1564538999868,None,585.1564538999868,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,neutral,1,j,l,,,,,,,,,11,13,211,3,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,negative,j,j,1,0.7183522999985144,585.1731012999953,586.1820108999964,586.1463309999963,None,585.1731012999953,None,585.1731012999953,None,585.1731012999953,None,586.8777941999782,None,586.8777941999782,None,586.8777941999782,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,positive,2,k,k,,,,,,,,,11,14,212,13,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,neutral,k,k,1,0.6568683999939822,586.8938413999858,587.8971080000047,587.863328699983,None,586.8938413999858,None,586.8938413999858,None,586.8938413999858,None,588.5380778999883,None,588.5380778999883,None,588.5380778999883,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,negative,1,k,k,,,,,,,,,11,15,213,7,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,neutral,k,k,1,0.676931499998318,588.5559938999941,589.5605151999916,589.5410605999932,None,588.5559938999941,None,588.5559938999941,None,588.5559938999941,None,590.2161297999904,None,590.2161297999904,None,590.2161297999904,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,positive,2,l,j,,,,,,,,,11,16,214,11,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,positive,l,l,1,0.7334534999972675,590.2319033999811,591.2411220000067,591.2411220000067,None,590.2319033999811,None,590.2319033999811,None,590.2319033999811,None,591.9518791999784,None,591.9518791999784,None,591.9518791999784,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,positive,1,j,l,,,,,,,,,11,17,215,6,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,negative,j,j,1,0.7417863000009675,591.9670429999824,592.9803341999941,592.9635729999864,None,591.9670429999824,None,591.9670429999824,None,591.9670429999824,None,593.6969560000056,None,593.6969560000056,None,593.6969560000056,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,neutral,2,l,j,,,,,,,,,12,0,216,17,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,positive,l,l,1,0.70193539999309,593.7136339999852,594.7135474999959,594.69695339998,None,593.7136339999852,None,593.7136339999852,None,593.7136339999852,None,595.4004565999843,None,595.4004565999843,None,595.4004565999843,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,positive,1,k,k,,,,,,,,,12,1,217,4,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,neutral,k,k,1,0.677230100001907,595.41641049998,596.4384553999989,596.3967676000029,None,595.41641049998,None,595.41641049998,None,595.41641049998,None,597.0802661999827,None,597.0802661999827,None,597.0802661999827,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,neutral,1,l,j,,,,,,,,,12,2,218,8,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,positive,l,l,1,0.680603799992241,597.0957418000035,598.1100347999891,598.0912657000008,None,597.0957418000035,None,597.0957418000035,None,597.0957418000035,None,598.7643075999862,None,598.7643075999862,None,598.7643075999862,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,negative,2,j,l,,,,,,,,,12,3,219,9,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,negative,j,j,1,0.6933367000019643,598.7793754999875,599.7813180999947,599.7647196000034,None,598.7793754999875,None,598.7793754999875,None,598.7793754999875,None,600.4614294999977,None,600.4614294999977,None,600.4614294999977,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,neutral,1,j,l,,,,,,,,,12,4,220,3,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,negative,j,j,1,0.7072449000261258,600.4763107000035,601.4803337999911,601.4612621999986,None,600.4763107000035,None,600.4763107000035,None,600.4763107000035,None,602.1702175999875,None,602.1702175999875,None,602.1702175999875,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,neutral,1,k,k,,,,,,,,,12,5,221,1,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,neutral,k,k,1,0.7967039000068326,602.1865640000033,603.2048461999802,603.1636511999823,None,602.1865640000033,None,602.1865640000033,None,602.1865640000033,None,603.9705745999876,None,603.9705745999876,None,603.9705745999876,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,positive,1,l,j,,,,,,,,,12,6,222,2,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,positive,l,l,1,0.7954957000038121,603.9857365000062,605.0082493999798,604.9882077999937,None,603.9857365000062,None,603.9857365000062,None,603.9857365000062,None,605.7662939999776,None,605.7662939999776,None,605.7662939999776,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,positive,2,k,k,,,,,,,,,12,7,223,13,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,neutral,k,k,1,0.7091342000057921,605.7824962000013,606.7816452999832,606.7649792000011,None,605.7824962000013,None,605.7824962000013,None,605.7824962000013,None,607.4789866999839,None,607.4789866999839,None,607.4789866999839,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,negative,1,k,k,,,,,,,,,12,8,224,7,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,neutral,k,k,1,0.6580242999771144,607.495918200002,608.4975697000045,608.4803178999864,None,607.495918200002,None,607.495918200002,None,607.495918200002,None,609.1415410999965,None,609.1415410999965,None,609.1415410999965,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,positive,2,j,l,,,,,,,,,12,9,225,15,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,negative,j,j,1,0.6704133000166621,609.1611195000005,610.1641963000002,610.1305827999895,None,609.1611195000005,None,609.1611195000005,None,609.1611195000005,None,610.8140336999844,None,610.8140336999844,None,610.8140336999844,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,positive,1,j,l,,,,,,,,,12,10,226,6,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,negative,j,j,1,0.7028698000067379,610.8306754999794,611.8300599999784,611.8133777999901,None,610.8306754999794,None,610.8306754999794,None,610.8306754999794,None,612.5212538999971,None,612.5212538999971,None,612.5212538999971,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,positive,2,l,j,,,,,,,,,12,11,227,11,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,positive,l,l,1,0.7611308000050485,612.5367667999817,613.5419917999825,613.5419917999825,None,612.5367667999817,None,612.5367667999817,None,612.5367667999817,None,614.2831475999905,None,614.2831475999905,None,614.2831475999905,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,neutral,2,k,k,,,,,,,,,12,12,228,10,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,neutral,k,k,1,0.6287212999886833,614.3004111000046,615.3115768999851,615.2920729999896,None,614.3004111000046,None,614.3004111000046,None,614.3004111000046,None,615.9142921999795,None,615.9142921999795,None,615.9142921999795,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,negative,2,l,j,,,,,,,,,12,13,229,14,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,positive,l,l,1,0.6571962999878451,615.9324073999887,616.9552287999832,616.9138896999939,None,615.9324073999887,None,615.9324073999887,None,615.9324073999887,None,617.5758043000009,None,617.5758043000009,None,617.5758043000009,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,negative,2,k,k,,,,,,,,,12,14,230,16,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,neutral,k,k,1,0.589584700006526,617.5940753000032,618.5968811000057,618.5643500000006,None,617.5940753000032,None,617.5940753000032,None,617.5940753000032,None,619.1656225999817,None,619.1656225999817,None,619.1656225999817,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,negative,1,j,l,,,,,,,,,12,15,231,0,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,negative,j,j,1,0.7440014999883715,619.184119499987,620.19698529999,620.1629471000051,None,619.184119499987,None,619.184119499987,None,619.184119499987,None,620.9137463999854,None,620.9137463999854,None,620.9137463999854,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,negative,1,l,j,,,,,,,,,12,16,232,5,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,positive,l,l,1,0.6363997999869753,620.930202699994,621.947379899997,621.9112245999859,None,620.930202699994,None,620.930202699994,None,620.930202699994,None,622.5516350999882,None,622.5516350999882,None,622.5516350999882,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,neutral,2,j,l,,,,,,,,,12,17,233,12,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,negative,j,j,1,0.6672173999832012,622.5677037999849,623.5806351999927,623.5453645999951,None,622.5677037999849,None,622.5677037999849,None,622.5677037999849,None,624.2228454999916,None,624.2228454999916,None,624.2228454999916,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,negative,2,j,l,,,,,,,,,13,0,234,9,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,negative,j,j,1,0.6621797000116203,624.2414339999959,625.2471049999876,625.2278021999809,None,624.2414339999959,None,624.2414339999959,None,624.2414339999959,None,625.8860057999904,None,625.8860057999904,None,625.8860057999904,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,neutral,2,j,l,,,,,,,,,13,1,235,12,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,negative,j,j,1,0.6958398999995552,625.9032620999787,626.9106686000014,626.8918058999989,None,625.9032620999787,None,625.9032620999787,None,625.9032620999787,None,627.5876856999879,None,627.5876856999879,None,627.5876856999879,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,positive,1,k,k,,,,,,,,,13,2,236,4,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,neutral,k,k,1,0.686860899993917,627.6034762999916,628.6114646999922,628.5920862999919,None,627.6034762999916,None,627.6034762999916,None,627.6034762999916,None,629.2762158000027,None,629.2762158000027,None,629.2762158000027,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,neutral,1,j,l,,,,,,,,,13,3,237,3,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,negative,j,j,1,0.6919723999744747,629.2918571000046,630.3111300999881,630.272254999989,None,629.2918571000046,None,629.2918571000046,None,629.2918571000046,None,630.9687820999883,None,630.9687820999883,None,630.9687820999883,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,negative,1,k,k,,,,,,,,,13,4,238,7,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,neutral,k,k,1,0.7184341000101995,630.9848122999829,632.0004150999885,631.9662772000011,None,630.9848122999829,None,630.9848122999829,None,630.9848122999829,None,632.6914627999998,None,632.6914627999998,None,632.6914627999998,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,positive,2,j,l,,,,,,,,,13,5,239,15,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,negative,j,j,1,0.6727427000005264,632.7108173999877,633.7132618000032,633.6932101999992,None,632.7108173999877,None,632.7108173999877,None,632.7108173999877,None,634.365338399983,None,634.365338399983,None,634.365338399983,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,negative,1,l,j,,,,,,,,,13,6,240,5,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,positive,l,l,1,0.8024576999887358,634.3804589999781,635.3940546999802,635.3752808999852,None,634.3804589999781,None,634.3804589999781,None,634.3804589999781,None,636.1688555999775,None,636.1688555999775,None,636.1688555999775,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,neutral,2,k,k,,,,,,,,,13,7,241,10,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,neutral,k,k,1,0.6865599999728147,636.1870595999935,637.2010882000031,637.1668172999925,None,636.1870595999935,None,636.1870595999935,None,636.1870595999935,None,637.8602790999925,None,637.8602790999925,None,637.8602790999925,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,positive,2,l,j,,,,,,,,,13,8,242,11,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,positive,l,l,1,1.2068513999984134,637.8771295000042,638.8809124999971,638.847206699982,None,637.8771295000042,None,637.8771295000042,None,637.8771295000042,None,640.0683288999775,None,640.0683288999775,None,640.0683288999775,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,positive,1,l,j,,,,,,,,,13,9,243,2,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,positive,l,l,1,0.8172653999936301,640.085571499978,641.1004179999873,641.0642489999882,None,640.085571499978,None,640.085571499978,None,640.085571499978,None,641.8904477999953,None,641.8904477999953,None,641.8904477999953,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,neutral,1,l,j,,,,,,,,,13,10,244,8,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,positive,l,l,1,1.1545934999885503,641.9082471999864,642.9225639999786,642.8806410999969,None,641.9082471999864,None,641.9082471999864,None,641.9082471999864,None,644.0473761999805,None,644.0473761999805,None,644.0473761999805,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,negative,2,l,j,,,,,,,,,13,11,245,14,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,positive,l,l,1,0.6314946000056807,644.0626059999922,645.0649943999888,645.0482611999905,None,644.0626059999922,None,644.0626059999922,None,644.0626059999922,None,645.6815750000009,None,645.6815750000009,None,645.6815750000009,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,negative,2,k,k,,,,,,,,,13,12,246,16,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,neutral,k,k,1,0.7189507999864873,645.6973994,646.7143793999858,646.6784757999994,None,645.6973994,None,645.6973994,None,645.6973994,None,647.4041053000022,None,647.4041053000022,None,647.4041053000022,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,positive,2,k,k,,,,,,,,,13,13,247,13,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,neutral,k,k,1,0.599802600016119,647.4196270999964,648.4310242999927,648.4144707999949,None,647.4196270999964,None,647.4196270999964,None,647.4196270999964,None,649.0059346999973,None,649.0059346999973,None,649.0059346999973,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,neutral,1,k,k,,,,,,,,,13,14,248,1,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,neutral,k,k,1,0.5836735999910161,649.0218156999908,650.0396796999848,649.9977210999932,None,649.0218156999908,None,649.0218156999908,None,649.0218156999908,None,650.5911710999848,None,650.5911710999848,None,650.5911710999848,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,positive,1,j,l,,,,,,,,,13,15,249,6,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,negative,j,j,1,0.8171928999945521,650.6114726999949,651.6142983000027,651.597557400004,None,650.6114726999949,None,650.6114726999949,None,650.6114726999949,None,652.4122158000013,None,652.4122158000013,None,652.4122158000013,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,neutral,2,l,j,,,,,,,,,13,16,250,17,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,positive,l,l,1,1.53984459998901,652.4306574999937,653.4310124999902,653.4137785999919,None,652.4306574999937,None,652.4306574999937,None,652.4306574999937,None,654.9574902000022,None,654.9574902000022,None,654.9574902000022,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,negative,1,j,l,,,,,,,,,13,17,251,0,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,negative,j,j,1,0.8138926999818068,655.9673392999975,656.9818486000004,656.9626026999904,None,655.9673392999975,None,655.9673392999975,None,655.9673392999975,None,657.7660454999772,None,657.7660454999772,None,657.7660454999772,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,positive,2,k,k,,,,,,,,,14,0,252,13,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,neutral,k,k,1,0.6482790000154637,657.7831185999967,658.8063342999958,658.7593734999828,None,657.7831185999967,None,657.7831185999967,None,657.7831185999967,None,659.4180829000019,None,659.4180829000019,None,659.4180829000019,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,positive,1,k,k,,,,,,,,,14,1,253,4,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,neutral,k,k,1,0.6424267000111286,659.4358723000041,660.4453848999983,660.4259171999875,None,659.4358723000041,None,659.4358723000041,None,659.4358723000041,None,661.0646671000053,None,661.0646671000053,None,661.0646671000053,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,negative,1,l,j,,,,,,,,,14,2,254,5,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,positive,l,l,1,0.6946662999980617,661.0801793999854,662.0926528999989,662.0728203000035,None,661.0801793999854,None,661.0801793999854,None,661.0801793999854,None,662.762976000004,None,662.762976000004,None,662.762976000004,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,neutral,1,j,l,,,,,,,,,14,3,255,3,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,negative,j,j,1,0.654546300007496,662.7801667999884,663.781159599981,663.7634625000064,None,662.7801667999884,None,662.7801667999884,None,662.7801667999884,None,664.4192572999804,None,664.4192572999804,None,664.4192572999804,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,negative,1,j,l,,,,,,,,,14,4,256,0,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,negative,j,j,1,0.6980657000094652,664.4350251999858,665.4460972999805,665.4263426999969,None,664.4350251999858,None,664.4350251999858,None,664.4350251999858,None,666.1195909000002,None,666.1195909000002,None,666.1195909000002,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,neutral,2,l,j,,,,,,,,,14,5,257,17,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,positive,l,l,1,0.7065843000018504,666.1366891999787,667.1566774999956,667.1147357999871,None,666.1366891999787,None,666.1366891999787,None,666.1366891999787,None,667.8311433999974,None,667.8311433999974,None,667.8311433999974,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,negative,2,l,j,,,,,,,,,14,6,258,14,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,positive,l,l,1,0.6623806999996305,667.8464118999837,668.8487462000048,668.831806799979,None,667.8464118999837,None,667.8464118999837,None,667.8464118999837,None,669.49677069998,None,669.49677069998,None,669.49677069998,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
negative,negative,2,j,l,,,,,,,,,14,7,259,9,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,negative,j,j,1,0.8437363000120968,669.5135163999803,670.5233213999891,670.4985113999865,None,669.5135163999803,None,669.5135163999803,None,669.5135163999803,None,671.3439492999809,None,671.3439492999809,None,671.3439492999809,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
neutral,negative,2,k,k,,,,,,,,,14,8,260,16,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,neutral,k,k,1,0.6921308999881148,671.363632099994,672.37283019998,672.3316170999897,None,671.363632099994,None,671.363632099994,None,671.363632099994,None,673.0383132000046,None,673.0383132000046,None,673.0383132000046,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
positive,positive,1,l,j,,,,,,,,,14,9,261,2,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,positive,l,l,1,0.6726081999950111,673.053999900003,674.0651757000014,674.0474319999921,None,673.053999900003,None,673.053999900003,None,673.053999900003,None,674.7137793999922,None,674.7137793999922,None,674.7137793999922,None,,,,,,,,,,,104,22,Male,2022-04-29_14h04.38.596,Boat,2022.1.1,60.11157911953208,
