target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,fl_inst_resp.rt,sound_1.started,sound_1.stopped,image_4.started,image_4.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,key_resp.rt,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,id*,date,expName,psychopyVersion,frameRate,
negative,positive,2,j,l,,,,,,,,,7,11,137,15,,,,,,,,,main,1,1,2,positive,negative,l,l,1,0.7980209000525065,438.5813485000399,439.5940998000442,439.577435800049,None,438.5813485000399,None,438.5813485000399,None,438.5813485000399,None,440.3773355100478,None,440.3773355100478,None,440.3773355100478,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,positive,2,k,k,,,,,,,,,7,12,138,13,,,,,,,,,main,1,1,2,positive,neutral,k,k,1,0.7316659000352956,440.3774734000326,441.3774548000074,441.3774548000074,None,440.3774734000326,None,440.3774734000326,None,440.3774734000326,None,442.1106765100325,None,442.1106765100325,None,442.1106765100325,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,negative,1,k,k,,,,,,,,,7,13,139,7,,,,,,,,,main,1,1,1,negative,neutral,k,k,1,0.7341856000130065,442.11399940005504,443.1133832000196,443.1133832000196,None,442.11399940005504,None,442.11399940005504,None,442.11399940005504,None,443.8465293100511,None,443.8465293100511,None,443.8465293100511,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,negative,2,j,l,,,,,,,,,7,14,140,9,,,,,,,,,main,1,1,2,negative,negative,l,l,1,0.7791678999783471,443.8494430000428,444.86319160001585,444.8466744000325,None,443.8494430000428,None,443.8494430000428,None,443.8494430000428,None,445.6275839100184,None,445.6275839100184,None,445.6275839100184,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,negative,1,j,l,,,,,,,,,7,15,141,0,,,,,,,,,main,2,2,1,negative,negative,l,l,1,1.0508949999930337,445.6315942000365,446.6466129000182,446.6299942000187,None,445.6315942000365,None,445.6315942000365,None,445.6315942000365,None,447.67978421005535,None,447.67978421005535,None,447.67978421005535,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,neutral,1,l,j,,,,,,,,,7,16,142,8,,,,,,,,,main,1,1,1,neutral,positive,j,j,1,1.047713800042402,447.68357160000596,448.69651210005395,448.67759350000415,None,447.68357160000596,None,447.68357160000596,None,447.68357160000596,None,449.73004151002385,None,449.73004151002385,None,449.73004151002385,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,negative,2,k,k,,,,,,,,,7,17,143,16,,,,,,,,,main,1,1,2,negative,neutral,k,k,1,1.662080199981574,449.74411379999947,450.7438755000476,450.72720580000896,None,449.74411379999947,None,449.74411379999947,None,449.74411379999947,None,452.39390860003186,None,452.39390860003186,None,452.39390860003186,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,negative,2,j,l,,,,,,,,,8,0,144,9,,,,,,,,,main,1,1,2,negative,negative,l,l,1,0.7206130999838933,453.39481700002216,454.39639160002116,454.37978040002054,None,453.39481700002216,None,453.39481700002216,None,453.39481700002216,None,455.1128854100301,None,455.1128854100301,None,455.1128854100301,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,neutral,1,j,l,,,,,,,,,8,1,145,3,,,,,,,,,main,2,2,1,neutral,negative,l,l,1,0.8972810999839567,455.11718840000685,456.1296517000301,456.11300590005703,None,455.11718840000685,None,455.11718840000685,None,455.11718840000685,None,457.01286251005365,None,457.01286251005365,None,457.01286251005365,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,neutral,1,k,k,,,,,,,,,8,2,146,1,,,,,,,,,main,2,2,1,neutral,neutral,k,k,1,0.7968866000301205,457.0156307000434,458.0295846000081,458.01293210004224,None,457.0156307000434,None,457.0156307000434,None,457.0156307000434,None,458.8106455100409,None,458.8106455100409,None,458.8106455100409,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,negative,2,k,k,,,,,,,,,8,3,147,16,,,,,,,,,main,1,1,2,negative,neutral,k,k,1,0.6139430999755859,458.8147320999997,459.82736160000786,459.81304990005447,None,458.8147320999997,None,458.8147320999997,None,458.8147320999997,None,460.4269248100521,None,460.4269248100521,None,460.4269248100521,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,negative,2,l,j,,,,,,,,,8,4,148,14,,,,,,,,,main,2,2,2,negative,positive,j,j,1,0.6816866000299342,460.4270234000287,461.42699890001677,461.42699890001677,None,460.4270234000287,None,460.4270234000287,None,460.4270234000287,None,462.11025361001373,None,462.11025361001373,None,462.11025361001373,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,positive,2,k,k,,,,,,,,,8,5,149,13,,,,,,,,,main,2,2,2,positive,neutral,k,k,1,0.6328490000450984,462.113817800011,463.1294558000518,463.11294710001675,None,462.113817800011,None,462.113817800011,None,462.113817800011,None,463.743885010021,None,463.743885010021,None,463.743885010021,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,positive,2,l,j,,,,,,,,,8,6,150,11,,,,,,,,,main,1,1,2,positive,positive,j,j,1,0.6495687999995425,463.7481434000074,464.76279440004146,464.7463030000217,None,463.7481434000074,None,463.7481434000074,None,463.7481434000074,None,465.3960591100098,None,465.3960591100098,None,465.3960591100098,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,negative,1,l,j,,,,,,,,,8,7,151,5,,,,,,,,,main,2,2,1,negative,positive,j,j,1,0.8295787000097334,465.39885370002594,466.4128661000286,466.3961434000521,None,465.39885370002594,None,465.39885370002594,None,465.39885370002594,None,467.2271297100291,None,467.2271297100291,None,467.2271297100291,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,negative,1,k,k,,,,,,,,,8,8,152,7,,,,,,,,,main,2,2,1,negative,neutral,k,k,1,0.681670900026802,467.23059230000945,468.24602460005553,468.2293567000306,None,467.23059230000945,None,467.23059230000945,None,467.23059230000945,None,468.91044051002825,None,468.91044051002825,None,468.91044051002825,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,neutral,2,j,l,,,,,,,,,8,9,153,12,,,,,,,,,main,1,1,2,neutral,negative,l,l,1,0.8674468999961391,468.9295061000157,469.9294053000049,469.91280340001686,None,468.9295061000157,None,468.9295061000157,None,468.9295061000157,None,470.78014261002534,None,470.78014261002534,None,470.78014261002534,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,neutral,2,l,j,,,,,,,,,8,10,154,17,,,,,,,,,main,2,2,2,neutral,positive,j,j,1,0.8151580999838188,470.7937571000075,471.79344000003766,471.77677050000057,None,470.7937571000075,None,470.7937571000075,None,470.7937571000075,None,472.5933381100243,None,472.5933381100243,None,472.5933381100243,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,positive,1,l,j,,,,,,,,,8,11,155,2,,,,,,,,,main,1,1,1,positive,positive,j,j,1,0.8116779000265524,472.5976195000112,473.610124800005,473.59345650003524,None,472.5976195000112,None,472.5976195000112,None,472.5976195000112,None,474.4103420100349,None,474.4103420100349,None,474.4103420100349,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,positive,2,j,l,,,,,,,,,8,12,156,15,,,,,,,,,main,2,2,2,positive,negative,l,l,1,1.3150935000157915,474.4140594000346,475.42935000004945,475.4127484000055,None,474.4140594000346,None,474.4140594000346,None,474.4140594000346,None,476.7269423100573,None,476.7269423100573,None,476.7269423100573,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,positive,1,k,k,,,,,,,,,8,13,157,4,,,,,,,,,main,1,1,1,positive,neutral,k,k,1,0.7504423999926075,476.7304670000449,477.7459776000469,477.7293480000226,None,476.7304670000449,None,476.7304670000449,None,476.7304670000449,None,478.47913801001266,None,478.47913801001266,None,478.47913801001266,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,neutral,1,l,j,,,,,,,,,8,14,158,8,,,,,,,,,main,1,1,1,neutral,positive,j,j,1,1.046054299979005,478.4825251000002,479.4958989000297,479.4791819000384,None,478.4825251000002,None,478.4825251000002,None,478.4825251000002,None,480.52685441001665,None,480.52685441001665,None,480.52685441001665,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,neutral,2,k,k,,,,,,,,,8,15,159,10,,,,,,,,,main,2,2,2,neutral,neutral,k,j,0,-0.7350163999944925,480.53356030001305,None,None,None,480.53356030001305,None,480.53356030001305,None,480.53356030001305,None,480.79361160000553,None,480.79361160000553,None,480.79361160000553,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,positive,1,j,l,,,,,,,,,8,16,160,6,,,,,,,,,main,2,2,1,positive,negative,l,l,1,1.0511911999783479,483.7945848000236,484.79581770004006,484.77917260001414,None,483.7945848000236,None,483.7945848000236,None,483.7945848000236,None,485.8434360100131,None,485.8434360100131,None,485.8434360100131,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,negative,1,j,l,,,,,,,,,8,17,161,0,,,,,,,,,main,2,2,1,negative,negative,l,l,1,0.7998789999983273,485.84741840005154,486.86240560002625,486.84348110004794,None,485.84741840005154,None,485.84741840005154,None,485.84741840005154,None,487.64551231003713,None,487.64551231003713,None,487.64551231003713,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,negative,2,l,j,,,,,,,,,9,0,162,14,,,,,,,,,main,2,2,2,negative,positive,j,j,1,0.7648755999980494,487.6493109000148,488.6623381000245,488.645655100001,None,487.6493109000148,None,487.6493109000148,None,487.6493109000148,None,489.41220401001044,None,489.41220401001044,None,489.41220401001044,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,neutral,1,l,j,,,,,,,,,9,1,163,8,,,,,,,,,main,2,2,1,neutral,positive,j,j,1,0.6662007999839261,489.4160866000457,490.4290127000422,490.41243370005395,None,489.4160866000457,None,489.4160866000457,None,489.4160866000457,None,491.07664531004264,None,491.07664531004264,None,491.07664531004264,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,negative,1,l,j,,,,,,,,,9,2,164,5,,,,,,,,,main,2,2,1,negative,positive,j,j,1,0.7108463000040501,491.0834525000537,492.0930157000548,492.07635290001053,None,491.0834525000537,None,491.0834525000537,None,491.0834525000537,None,492.79294721002805,None,492.79294721002805,None,492.79294721002805,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,negative,2,j,l,,,,,,,,,9,3,165,9,,,,,,,,,main,2,2,2,negative,negative,l,l,1,0.8151169999619015,492.79312280000886,493.79301390005276,493.79301390005276,None,492.79312280000886,None,492.79312280000886,None,492.79312280000886,None,494.6096240100509,None,494.6096240100509,None,494.6096240100509,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,negative,1,k,k,,,,,,,,,9,4,166,7,,,,,,,,,main,2,2,1,negative,neutral,k,k,1,0.798454700037837,494.6136890000198,495.6288850000128,495.6123956000083,None,494.6136890000198,None,494.6136890000198,None,494.6136890000198,None,496.40986231004933,None,496.40986231004933,None,496.40986231004933,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,positive,2,k,k,,,,,,,,,9,5,167,13,,,,,,,,,main,2,2,2,positive,neutral,k,k,1,0.734192100004293,496.4136168000405,497.4288487000158,497.4121951000416,None,496.4136168000405,None,496.4136168000405,None,496.4136168000405,None,498.1454409100173,None,498.1454409100173,None,498.1454409100173,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,negative,2,k,k,,,,,,,,,9,6,168,16,,,,,,,,,main,1,1,2,negative,neutral,k,k,1,0.7123666999978013,498.14879700000165,499.1598882000544,499.14548070001183,None,498.14879700000165,None,498.14879700000165,None,498.14879700000165,None,499.8597965100256,None,499.8597965100256,None,499.8597965100256,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,positive,1,j,l,,,,,,,,,9,7,169,6,,,,,,,,,main,1,1,1,positive,negative,l,l,1,0.7820026999688707,499.86334660003195,500.87879570003133,500.8621395000373,None,499.86334660003195,None,499.86334660003195,None,499.86334660003195,None,501.64309631003414,None,501.64309631003414,None,501.64309631003414,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,neutral,2,k,k,,,,,,,,,9,8,170,10,,,,,,,,,main,1,1,2,neutral,neutral,k,k,1,0.6644135999958962,501.6470513000386,502.6620168000227,502.6454958000104,None,501.6470513000386,None,501.6470513000386,None,501.6470513000386,None,503.3093467100465,None,503.3093467100465,None,503.3093467100465,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,positive,1,l,j,,,,,,,,,9,9,171,2,,,,,,,,,main,2,2,1,positive,positive,j,j,1,0.731644099985715,503.30944660003297,504.3094018000411,504.3094018000411,None,503.30944660003297,None,503.30944660003297,None,503.30944660003297,None,505.0427292100561,None,505.0427292100561,None,505.0427292100561,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,neutral,1,j,l,,,,,,,,,9,10,172,3,,,,,,,,,main,1,1,1,neutral,negative,l,l,1,0.7508966000168584,505.04601570003433,506.04539160005515,506.04539160005515,None,505.04601570003433,None,505.04601570003433,None,505.04601570003433,None,506.79525011004296,None,506.79525011004296,None,506.79525011004296,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,positive,2,l,j,,,,,,,,,9,11,173,11,,,,,,,,,main,2,2,2,positive,positive,j,j,1,1.0127565000439063,506.79857290000655,507.8119243000401,507.7953206000384,None,506.79857290000655,None,506.79857290000655,None,506.79857290000655,None,508.80962471000964,None,508.80962471000964,None,508.80962471000964,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,negative,1,j,l,,,,,,,,,9,12,174,0,,,,,,,,,main,2,2,1,negative,negative,l,l,1,0.6978986000176519,508.8199464000063,509.8285887000384,509.81200160004664,None,508.8199464000063,None,508.8199464000063,None,508.8199464000063,None,510.5092664100288,None,510.5092664100288,None,510.5092664100288,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,neutral,1,k,k,,,,,,,,,9,13,175,1,,,,,,,,,main,1,1,1,neutral,neutral,k,k,1,1.0318178999586962,510.5127135000075,511.5119516000268,511.5119516000268,None,510.5127135000075,None,510.5127135000075,None,510.5127135000075,None,512.5428391100198,None,512.5428391100198,None,512.5428391100198,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,neutral,2,j,l,,,,,,,,,9,14,176,12,,,,,,,,,main,1,1,2,neutral,negative,l,l,1,0.7479959999909624,512.5463172000018,513.5592361000017,513.5425630000536,None,512.5463172000018,None,512.5463172000018,None,512.5463172000018,None,514.2924773100007,None,514.2924773100007,None,514.2924773100007,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,positive,2,j,l,,,,,,,,,9,15,177,15,,,,,,,,,main,1,1,2,positive,negative,l,l,1,0.69869240000844,514.2926793000079,515.292591000034,515.292591000034,None,514.2926793000079,None,514.2926793000079,None,514.2926793000079,None,515.992824410036,None,515.992824410036,None,515.992824410036,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,positive,1,k,k,,,,,,,,,9,16,178,4,,,,,,,,,main,2,2,1,positive,neutral,k,k,1,0.9171107999864034,515.9966608000104,517.0118585000164,516.9952221000567,None,515.9966608000104,None,515.9966608000104,None,515.9966608000104,None,517.9116628100222,None,517.9116628100222,None,517.9116628100222,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,neutral,2,l,j,,,,,,,,,9,17,179,17,,,,,,,,,main,2,2,2,neutral,positive,j,j,1,0.6994328000000678,517.9149268000037,518.9284040000057,518.9117781000095,None,517.9149268000037,None,517.9149268000037,None,517.9149268000037,None,519.6117503100016,None,519.6117503100016,None,519.6117503100016,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,positive,1,j,l,,,,,,,,,10,0,180,6,,,,,,,,,main,1,1,1,positive,negative,l,l,1,0.8615878000273369,519.615981800016,520.6261141000432,520.6117522999994,None,519.615981800016,None,519.615981800016,None,519.615981800016,None,521.4759940100543,None,521.4759940100543,None,521.4759940100543,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,neutral,2,j,l,,,,,,,,,10,1,181,12,,,,,,,,,main,2,2,2,neutral,negative,l,l,1,0.7150990999653004,521.4795569000416,522.492712700041,522.4782565000351,None,521.4795569000416,None,521.4795569000416,None,521.4795569000416,None,523.1926343100553,None,523.1926343100553,None,523.1926343100553,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,positive,2,l,j,,,,,,,,,10,2,182,11,,,,,,,,,main,1,1,2,positive,positive,j,j,1,0.9479079999728128,523.196475100005,524.2090255000512,524.1923531000502,None,523.196475100005,None,523.196475100005,None,523.196475100005,None,525.1422552100324,None,525.1422552100324,None,525.1422552100324,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,neutral,1,k,k,,,,,,,,,10,3,183,1,,,,,,,,,main,1,1,1,neutral,neutral,k,k,1,0.7152878000051714,525.1423448999994,526.1450346000493,526.1450346000493,None,525.1423448999994,None,525.1423448999994,None,525.1423448999994,None,526.8592491100484,None,526.8592491100484,None,526.8592491100484,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,positive,2,k,k,,,,,,,,,10,4,184,13,,,,,,,,,main,1,1,2,positive,neutral,k,k,1,0.6814714999636635,526.8627900000429,527.878216000041,527.8615404000157,None,526.8627900000429,None,526.8627900000429,None,526.8627900000429,None,528.54235491,None,528.54235491,None,528.54235491,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,negative,2,l,j,,,,,,,,,10,5,185,14,,,,,,,,,main,1,1,2,negative,positive,j,j,1,0.9657863000174984,528.5483844000264,529.5614566000295,529.5449118000106,None,528.5483844000264,None,528.5483844000264,None,528.5483844000264,None,530.5091356100223,None,530.5091356100223,None,530.5091356100223,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,positive,1,k,k,,,,,,,,,10,6,186,4,,,,,,,,,main,2,2,1,positive,neutral,k,k,1,0.7322761000250466,530.5132784000016,531.5258510000422,531.5113930000225,None,530.5132784000016,None,530.5132784000016,None,530.5132784000016,None,532.2424649100343,None,532.2424649100343,None,532.2424649100343,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,neutral,2,k,k,,,,,,,,,10,7,187,10,,,,,,,,,main,2,2,2,neutral,neutral,k,k,1,0.6493552000029013,532.2490995000117,533.2614362000022,533.2425154000521,None,532.2490995000117,None,532.2490995000117,None,532.2490995000117,None,533.8946441100037,None,533.8946441100037,None,533.8946441100037,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,positive,1,l,j,,,,,,,,,10,8,188,2,,,,,,,,,main,2,2,1,positive,positive,j,j,1,0.7124276999966241,533.8976756000193,534.9087964000064,534.8921326000127,None,533.8976756000193,None,533.8976756000193,None,533.8976756000193,None,535.6087133100431,None,535.6087133100431,None,535.6087133100431,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,negative,2,k,k,,,,,,,,,10,9,189,16,,,,,,,,,main,2,2,2,negative,neutral,k,k,1,0.7855846000020392,535.608789800026,536.6088216000353,536.6088216000353,None,535.608789800026,None,535.608789800026,None,535.608789800026,None,537.3923787100415,None,537.3923787100415,None,537.3923787100415,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,negative,1,j,l,,,,,,,,,10,10,190,0,,,,,,,,,main,2,2,1,negative,negative,l,l,1,0.7625077000120655,537.4001882000011,538.4113989000325,538.3947544000112,None,537.4001882000011,None,537.4001882000011,None,537.4001882000011,None,539.1589969100372,None,539.1589969100372,None,539.1589969100372,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,neutral,2,l,j,,,,,,,,,10,11,191,17,,,,,,,,,main,1,1,2,neutral,positive,j,j,1,1.1471709000179544,539.1631379000028,540.1779927000171,540.161326100002,None,539.1631379000028,None,539.1631379000028,None,539.1631379000028,None,541.3089442100085,None,541.3089442100085,None,541.3089442100085,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,negative,1,k,k,,,,,,,,,10,12,192,7,,,,,,,,,main,1,1,1,negative,neutral,k,k,1,0.8649173000012524,541.3121623000479,542.3112879000255,542.3112879000255,None,541.3121623000479,None,541.3121623000479,None,541.3121623000479,None,543.1755622100376,None,543.1755622100376,None,543.1755622100376,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,negative,1,l,j,,,,,,,,,10,13,193,5,,,,,,,,,main,1,1,1,negative,positive,j,j,1,0.7648429999826476,543.1789242000086,544.1944880000083,544.1756231000181,None,543.1789242000086,None,543.1789242000086,None,543.1789242000086,None,544.9418412100116,None,544.9418412100116,None,544.9418412100116,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,negative,2,j,l,,,,,,,,,10,14,194,9,,,,,,,,,main,2,2,2,negative,negative,l,l,1,0.8314848000300117,544.9419336999999,545.9419026000542,545.9419026000542,None,544.9419336999999,None,544.9419336999999,None,544.9419336999999,None,546.7751905100362,None,546.7751905100362,None,546.7751905100362,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,neutral,1,l,j,,,,,,,,,10,15,195,8,,,,,,,,,main,1,1,1,neutral,positive,j,j,1,0.7989199999719858,546.7778977000271,547.777801600052,547.7614836000139,None,546.7778977000271,None,546.7778977000271,None,546.7778977000271,None,548.5754472100001,None,548.5754472100001,None,548.5754472100001,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,neutral,1,j,l,,,,,,,,,10,16,196,3,,,,,,,,,main,1,1,1,neutral,negative,l,l,1,0.7313809999614023,548.5838239000295,549.5944219000521,549.577800100029,None,548.5838239000295,None,548.5838239000295,None,548.5838239000295,None,550.3087421100412,None,550.3087421100412,None,550.3087421100412,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,positive,2,j,l,,,,,,,,,10,17,197,15,,,,,,,,,main,2,2,2,positive,negative,l,l,1,0.6982464999891818,550.315139400016,551.327771500044,551.3111017000047,None,550.315139400016,None,550.315139400016,None,550.315139400016,None,552.0087094100367,None,552.0087094100367,None,552.0087094100367,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,positive,1,l,j,,,,,,,,,11,0,198,2,,,,,,,,,main,1,1,1,positive,positive,j,j,1,0.7641452000243589,552.0128646000521,553.0277315000421,553.0111004000064,None,552.0128646000521,None,552.0128646000521,None,552.0128646000521,None,553.7753299100499,None,553.7753299100499,None,553.7753299100499,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,neutral,1,k,k,,,,,,,,,11,1,199,1,,,,,,,,,main,2,2,1,neutral,neutral,k,k,1,0.700806199980434,553.7788021000451,554.7942951000296,554.7754028000054,None,553.7788021000451,None,553.7788021000451,None,553.7788021000451,None,555.4778019100253,None,555.4778019100253,None,555.4778019100253,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,positive,2,k,k,,,,,,,,,11,2,200,13,,,,,,,,,main,2,2,2,positive,neutral,k,k,1,1.2958493999904022,555.4919448000146,556.4919075000216,556.4753405000083,None,555.4919448000146,None,555.4919448000146,None,555.4919448000146,None,557.7751626100566,None,557.7751626100566,None,557.7751626100566,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
negative,positive,1,j,l,,,,,,,,,11,3,201,6,,,,,,,,,main,1,1,1,positive,negative,l,l,1,0.7817958000232466,557.7786132000037,558.7918936000206,558.775226400001,None,557.7786132000037,None,557.7786132000037,None,557.7786132000037,None,559.5584395100071,None,559.5584395100071,None,559.5584395100071,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
positive,negative,2,l,j,,,,,,,,,11,4,202,14,,,,,,,,,main,2,2,2,negative,positive,j,j,1,0.6814176000189036,559.5618763000239,560.5751697000233,560.5585051000235,None,559.5618763000239,None,559.5618763000239,None,559.5618763000239,None,561.2417814100103,None,561.2417814100103,None,561.2417814100103,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
neutral,positive,1,k,k,,,,,,,,,11,5,203,4,,,,,,,,,main,1,1,1,positive,neutral,k,k,1,0.6483108999673277,561.2451696000062,562.2585678000469,562.2418480000342,None,561.2451696000062,None,561.2451696000062,None,561.2451696000062,None,562.8917754100461,None,562.8917754100461,None,562.8917754100461,None,,,,,,,,,,,,001,2022-05-02_10h58.01.618,Main,2022.1.1,61.08709368753411,
